Building,ROOM,Type,Dept,Class,Title,Meeting_Dates,Meeting Days,Meeting_Times,Room_Capacity,Max_Enrl,Actual_Enrl,,,
EB,103,CL,GENERAL POOL CLASSROOM/ MCECS,CH 436/ 536,SPECTROMETR ANALYSIS,Sep 26-Dec 10,MWF,0900-0950,58,55,33,,,
EB,103,CL,GENERAL POOL CLASSROOM/ MCECS,ECE 558,EMBEDDED SYSTEMS PROGRAMMING,Sep 26-Dec 10,TR,0800-0950,58,40,34,,,
EB,103,CL,GENERAL POOL CLASSROOM/ MCECS,PHL 445/ 545,ADVANCED ETHICS,Sep 26-Dec 10,TR,1000-1150,58,40,20,,,
EB,103,CL,GENERAL POOL CLASSROOM/ MCECS,ECE 101,EXPLOR ELECTRICAL ENGINEERING,Sep 26-Dec 10,TR,1200-1350,58,48,41,,,
EB,103,CL,GENERAL POOL CLASSROOM/ MCECS,PHL 201,INTRO PHILOSOPHY,Sep 26-Dec 10,TR,1400-1550,58,50,49,,,
EB,103,CL,GENERAL POOL CLASSROOM/ MCECS,ME 551,ENGINEERING ANALYSIS,Sep 26-Dec 10,TR,1640-1830,58,50,27,,,
EB,103,CL,GENERAL POOL CLASSROOM/ MCECS,CS 486/ 586,INTRO TO DATABASE MGMT,Sep 26-Dec 10,TR,1840-2030,58,36,38,,,
,,,,,,,,,,,,,,
CH,269,CL,GENERAL POOL CLASSROOM,FIN 218,PERSONAL FINANCE,Sep 26-Dec 10,M,1840-2030,60,60,55,,,
CH,269,CL,GENERAL POOL CLASSROOM,PHE 473,PHYSIOLOGY EXERCISE,Sep 26-Dec 10,MW,1015-1120,60,60,33,,,
CH,269,CL,GENERAL POOL CLASSROOM,INTL 201,INTRO INTERNATIONAL STUDIES,Sep 26-Dec 10,MW,1245-1350,60,60,56,,,
CH,269,CL,GENERAL POOL CLASSROOM,ARH 351U,ANCIENT ART,Sep 26-Dec 10,MW,1400-1550,60,60,38,,,
CH,269,CL,GENERAL POOL CLASSROOM,CCJ 340,CRIME ANALYSIS,Sep 26-Dec 10,MW,1640-1830,60,60,51,,,
CH,269,CL,GENERAL POOL CLASSROOM,SOC 314U,ALCOHOL & OTHER DRUGS,Sep 26-Dec 10,MWF,0900-1005,60,60,29,,,
CH,269,CL,GENERAL POOL CLASSROOM,PSY 310U,PSYCHOLOGY OF WOMEN,Sep 26-Dec 10,MWF,1130-1235,60,60,58,,,
CH,269,CL,GENERAL POOL CLASSROOM,PSY 410,TOP: PSY JUVENILE DELINQUENCY,Sep 26-Dec 10,R,1730-2110,60,55,52,,,
CH,269,CL,GENERAL POOL CLASSROOM,CCJ 420,CRIMINAL LAW & LEGAL REASONING,Sep 26-Dec 10,T,1730-2110,60,60,54,,,
CH,269,CL,GENERAL POOL CLASSROOM,ESM 320,ENVIRONMENTAL SYSTEMS I,Sep 26-Dec 10,TR,1000-1150,60,45,41,,,
CH,269,CL,GENERAL POOL CLASSROOM,HST 321U,EARLY MOD EAST ASIA 1300-1800,Sep 26-Dec 10,TR,1200-1350,60,60,45,,,
CH,269,CL,GENERAL POOL CLASSROOM,SOC 425,SOCIOLOGY OF GENDER,Sep 26-Dec 10,TR,1400-1550,60,60,27,,,
,,,,,,,,,,,,,,
CH,382,CL,GENERAL POOL CLASSROOM,EC 418/ 518,ECONOMICS DEPARTMENT SEMINAR,Sep 26-Dec 10,F,1400-1530,60,50,23,,,
CH,382,CL,GENERAL POOL CLASSROOM,ESM 220,INTRO ENVRNMNTL SYSTEMS,Sep 26-Dec 10,MW,1015-1120,60,60,58,,,
CH,382,CL,GENERAL POOL CLASSROOM,WS 307,WOMEN/ACTIVISM/SOCIAL CHG,Sep 26-Dec 10,MW,1400-1550,60,25,24,,,
CH,382,CL,GENERAL POOL CLASSROOM,PSY 310U/ WS 310U,PSYCHOLOGY OF WOMEN,Sep 26-Dec 10,MWF,0900-1005,60,48,45,,,
CH,382,CL,GENERAL POOL CLASSROOM,BI 330,INTRODUCTION TO PLANT BIOLOGY,Sep 26-Dec 10,MWF,1130-1235,60,60,52,,,
CH,382,CL,GENERAL POOL CLASSROOM,PSY 410,TOP: COG NEURSCI OF MEMORY,Sep 26-Dec 10,MWF,1245-1350,60,48,33,,,
CH,382,CL,GENERAL POOL CLASSROOM,CS 311,COMPUTATIONAL STRUCTURES,Sep 26-Dec 10,TR,1000-1150,60,60,59,,,
CH,382,CL,GENERAL POOL CLASSROOM,BA 303,BUSINESS FINANCE,Sep 26-Dec 10,TR,1200-1350,60,45,53,,,
CH,382,CL,GENERAL POOL CLASSROOM,SOC 320,GLOBALIZATION,Sep 26-Dec 10,TR,1400-1550,60,60,34,,,
CH,382,CL,GENERAL POOL CLASSROOM,MTH 261,INTRO TO LINEAR ALGEBRA,Sep 26-Dec 10,TR,1640-1830,60,40,49,,,
CH,382,CL,GENERAL POOL CLASSROOM,MTH 095,INTERMEDIATE ALGEBRA,Sep 26-Dec 10,TR,1840-2030,60,40,39,,,
CH,382,CL,GENERAL POOL CLASSROOM,BA 339L,LAB FOR BA 339,Sep 26-Dec 10,W,1730-2020,60,50,19,,,
,,,,,,,,,,,,,,
EB,92,CL,GENERAL POOL CLASSROOM/ MCECS,ME 507/ 607,SEM: INTRO RESEARCH & TRAINING,Sep 26-Dec 10,F,1515-1605,60,60,23,,,
EB,92,CL,GENERAL POOL CLASSROOM/ MCECS,CE 341,SOIL CLASS PRPRTIES,Sep 26-Dec 10,MW,0800-0950,60,40,37,,,
EB,92,CL,GENERAL POOL CLASSROOM/ MCECS,CS 201,COMPUTER SYSTEMS PROG,Sep 26-Dec 10,MW,1400-1550,60,60,57,,,
EB,92,CL,GENERAL POOL CLASSROOM/ MCECS,CE 324,ELEM STRUCTURAL ANALYSIS,Sep 26-Dec 10,MW,1640-1830,60,55,47,,,
EB,92,CL,GENERAL POOL CLASSROOM/ MCECS,FIN 218,PERSONAL FINANCE,Sep 26-Dec 10,MWF,1130-1235,60,60,41,,,
EB,92,CL,GENERAL POOL CLASSROOM/ MCECS,ETM 525/ 625,STRATEGIC PLANNING,Sep 26-Dec 10,R,1730-2110,60,25,13,,,
EB,92,CL,GENERAL POOL CLASSROOM/ MCECS,ITP 509/ 551,RESEARCH & CLASSROOM INQUIRY,OCT 4-Nov 29,T,1630-1830,60,25,31,,,
EB,92,CL,GENERAL POOL CLASSROOM/ MCECS,BA 346U,ESNTLS OF ENTRPNRSHP-NON MJRS,Sep 26-Dec 10,TR,0800-0950,60,60,51,,,
EB,92,CL,GENERAL POOL CLASSROOM/ MCECS,CE 454,URBAN TRANSPORT SYS,Sep 26-Dec 10,TR,1000-1150,60,60,54,,,
EB,92,CL,GENERAL POOL CLASSROOM/ MCECS,CS 486/ 486,INTRO TO DATABASE MGMT,Sep 26-Dec 10,TR,1200-1350,60,30,58,,,
EB,92,CL,GENERAL POOL CLASSROOM/ MCECS,CE 364,WATER RESOURCES ENGINEERING,Sep 26-Dec 10,TR,1400-1550,60,55,43,,,
,,,,,,,,,,,,,,
LH,339,CL,GENERAL POOL CLASSROOM,BA 303,BUSINESS FINANCE,Sep 26-Dec 10,M,1740-2120,60,45,41,,,
LH,339,CL,GENERAL POOL CLASSROOM,SOC 397,SOC RESEARCH METHODS,Sep 26-Dec 10,MW,0815-1005,60,60,58,,,
LH,339,CL,GENERAL POOL CLASSROOM,HST 362U,AMAZON RAIN FOREST,Sep 26-Dec 10,MW,1015-1120,60,60,50,,,
LH,339,CL,GENERAL POOL CLASSROOM,HST 201,HISTORY OF THE UNITED STATES,Sep 26-Dec 10,MW,1130-1235,60,60,48,,,
LH,339,CL,GENERAL POOL CLASSROOM,BA 101,INTRO BUSINESS & WORLD AFFAIRS,Sep 26-Dec 10,MW,1400-1550,60,60,62,,,
LH,339,CL,GENERAL POOL CLASSROOM,BA 326U,ESSNTLS OF MGMT - NON MAJORS,Sep 26-Dec 10,R,1740-2120,60,60,59,,,
LH,339,CL,GENERAL POOL CLASSROOM,CR 515,NEGOTIATION & MEDIATION,OCT 01-Nov 12,S,0900-1700,60,28,15,,,
LH,339,CL,GENERAL POOL CLASSROOM,BA 339L,LAB FOR BA 339,Sep 26-Dec 10,T,1730-2020,60,50,46,,,
LH,339,CL,GENERAL POOL CLASSROOM,BA 101,INTRO BUS & WRLD AFF,Sep 26-Dec 10,TR,0800-0950,60,60,60,,,
LH,339,CL,GENERAL POOL CLASSROOM,SPHR 372U,SP-LANG DEVELOP CHLD,Sep 26-Dec 10,TR,1000-1150,60,60,49,,,
LH,339,CL,GENERAL POOL CLASSROOM,BA 101,INTRO BUSINESS & WORLD AFFAIRS,Sep 26-Dec 10,TR,1200-1350,60,60,61,,,
LH,339,CL,GENERAL POOL CLASSROOM,ESM 230,ENVIRONMENTAL CHEMISTRY I,Sep 26-Dec 10,TR,1400-1550,60,60,55,,,
,,,,,,,,,,,,,,
SRTC,247,CL,GENERAL POOL CLASSROOM,BA 211,FUNDAMENTALS OF FINANCIAL ACTG,Sep 26-Dec 10,M,1740-2120,60,45,42,,,
SRTC,247,CL,GENERAL POOL CLASSROOM,UNST 107K,PORTLAND,Sep 26-Dec 10,MW,0845-1000,60,36,36,,,
SRTC,247,CL,GENERAL POOL CLASSROOM,CS 533,CONCEPTS OF OPERATING SYSTEMS,Sep 26-Dec 10,MW,1130-1320,60,60,31,,,
SRTC,247,CL,GENERAL POOL CLASSROOM,PS 431/ 531,STATE/LOCAL POLITICS,Sep 26-Dec 10,MW,1400-1550,60,45,29,,,
SRTC,247,CL,GENERAL POOL CLASSROOM,CH 411/ 511,ADV INORGANIC I,Sep 26-Dec 10,MWF,1015-1120,60,40,28,,,
SRTC,247,CL,GENERAL POOL CLASSROOM,BA 101,INTRO BUSINESS & WORLD AFFAIRS,Sep 26-Dec 10,R,1740-2120,60,60,54,,,
SRTC,247,CL,GENERAL POOL CLASSROOM,BI 387,VERTEBRATE ZOOLOGY,Sep 26-Dec 10,TR,0800-0950,60,72,41,,,
SRTC,247,CL,GENERAL POOL CLASSROOM,SOC 330,SOC FOOD INEQUALITIES,Sep 26-Dec 10,TR,1000-1150,60,60,19,,,
SRTC,247,CL,GENERAL POOL CLASSROOM,CE 410,TOP: APPLD PROB & STATS IN CEE,Sep 26-Dec 10,TR,1200-1350,60,60,59,,,
SRTC,247,CL,GENERAL POOL CLASSROOM,HST 346U,AMERICAN REVOLUTION 1756-1800,Sep 26-Dec 10,TR,1400-1550,60,60,41,,,
SRTC,247,CL,GENERAL POOL CLASSROOM,ACTG 430,GOVERNMENTAL & NFP ACTG,Sep 26-Dec 10,W,1730-1920,60,45,27,,,
,,,,,,,,,,,,,,
UTS,203,CL,GENERAL POOL CLASSROOM,ACTG 422/ 522S,ADVANCED TAXATION,Sep 26-Dec 10,M,1740-2120,60,45,34,,,
UTS,203,CL,GENERAL POOL CLASSROOM,UNST 421,CAP: WOMENS PRISON GARDENS,Sep 26-Dec 10,MW,1015-1205,60,16,15,,,
UTS,203,CL,GENERAL POOL CLASSROOM,MS 131,PHYSICAL FITNESS TRNG,Sep 26-Dec 10,MWF,0630-0750,60,50,23,,,
UTS,203,CL,GENERAL POOL CLASSROOM,MTH 261,INTRO TO LINEAR ALGEBRA,Sep 26-Dec 10,MWF,0900-1005,60,40,43,,,
UTS,203,CL,GENERAL POOL CLASSROOM,MGMT 511,FOUNDATIONS OF STRATEGY,Nov 03-Dec 08,R,1730-2110,60,54,51,,,
UTS,203,CL,GENERAL POOL CLASSROOM,BA 521,LEADERSHIP DEV & ASSESSMENT,Sep 29-Oct 27,R,1730-2110,60,53,52,,,
UTS,203,CL,GENERAL POOL CLASSROOM,CFS 382U,MNTL DSRDRS: ISSUES FAM & COMM,Sep 26-Dec 10,T,1730-1920,60,42,39,,,
UTS,203,CL,GENERAL POOL CLASSROOM,CS 491/ 591,INTRO TO COMP SECURITY,Sep 26-Dec 10,TR,1000-1150,60,58,40,,,
UTS,203,CL,GENERAL POOL CLASSROOM,MGMT 493,HUMAN RESOURCE STRATEGY,Sep 26-Dec 10,TR,1200-1350,60,45,23,,,
UTS,203,CL,GENERAL POOL CLASSROOM,BA 101,INTRO BUSINESS & WORLD AFFAIRS,Sep 26-Dec 10,TR,1400-1550,60,60,66,,,
UTS,203,CL,GENERAL POOL CLASSROOM,BA 306U,ESSNTLS OF FINANCE-NON-MAJORS,Sep 26-Dec 10,W,1215-1605,60,60,58,,,
UTS,203,CL,GENERAL POOL CLASSROOM,ACTG 492/ 592S,AUDITING CONC/PRAC,Sep 26-Dec 10,W,1740-2120,60,45,34,,,
,,,,,,,,,,,,,,
UTS,206,CL,GENERAL POOL CLASSROOM,BA 205,BUSINESS COMM USING TECHNOLOGY,Sep 26-Dec 10,M,1740-2120,60,45,47,,,
UTS,206,CL,GENERAL POOL CLASSROOM,BA 101,INTRO BUSINESS & WORLD AFFAIRS,Sep 26-Dec 10,MW,0800-0950,60,60,59,,,
UTS,206,CL,GENERAL POOL CLASSROOM,EC 340,INTERNATIONAL ECON,Sep 26-Dec 10,MW,1000-1150,60,60,13,,,
UTS,206,CL,GENERAL POOL CLASSROOM,BA 205,BUSINESS COMM USING TECHNOLOGY,Sep 26-Dec 10,R,1200-1350,60,45,47,,,
UTS,206,CL,GENERAL POOL CLASSROOM,BA 205,BUSINESS COMM USING TECHNOLOGY,Sep 26-Dec 10,R,1740-2120,60,45,48,,,
UTS,206,CL,GENERAL POOL CLASSROOM,LING 199,SPST: PATHWAYS INTRODUCTION,Sep 26-Dec 10,T,1200-1350,60,48,19,,,
UTS,206,CL,GENERAL POOL CLASSROOM,COUN 441/ 541,INTRO TO COUNSELING,Sep 26-Dec 10,T,1600-1830,60,40,36,,,
UTS,206,CL,GENERAL POOL CLASSROOM,SPHR 372U,SP-LANG DEVELOP CHLD,Sep 26-Dec 10,TR,0800-0950,60,60,21,,,
UTS,206,CL,GENERAL POOL CLASSROOM,HST 354U,EARLY MED EUROPE 300-1100,Sep 26-Dec 10,TR,1000-1150,60,60,46,,,
UTS,206,CL,GENERAL POOL CLASSROOM,BA 213,DECISION MAKING W/ACTG INFO,Sep 26-Dec 10,TR,1400-1550,60,45,28,,,
UTS,206,CL,GENERAL POOL CLASSROOM,BA 325,COMPETING W/INFO TECHNOLOGY,Sep 26-Dec 10,W,1730-1920,60,45,40,,,
,,,,,,,,,,,,,,
ASRC,215,CL,GENERAL POOL CLASSROOM,SW 320U,INTRO TO CHILD WELFARE,Sep 26-Dec 10,F,0900-1240,64,42,38,,,
ASRC,215,CL,GENERAL POOL CLASSROOM,ETM 520,MGMT-ENGINEERING & TECHNOLOGY,Sep 26-Dec 10,M,1730-2110,64,50,28,,,
ASRC,215,CL,GENERAL POOL CLASSROOM,EC 321U,FUNDAMENTALS OF GAME THEORY,Sep 26-Dec 10,MW,1000-1150,64,60,36,,,
ASRC,215,CL,GENERAL POOL CLASSROOM,EC 332U,ECON OF ENVIRONMENTAL ISSUES,Sep 26-Dec 10,MW,1200-1350,64,50,32,,,
ASRC,215,CL,GENERAL POOL CLASSROOM,MTH 251,CALCULUS I,Sep 26-Dec 10,MWF,1400-1505,64,40,38,,,
ASRC,215,CL,GENERAL POOL CLASSROOM,PHE 466/ 566,MIND/BODY HLTH:PREV,Sep 26-Dec 10,MWF,1515-1620,64,64,41,,,
ASRC,215,CL,GENERAL POOL CLASSROOM,EC 311,MICROECONOMIC THEORY,Sep 26-Dec 10,TR,1000-1150,64,50,36,,,
ASRC,215,CL,GENERAL POOL CLASSROOM,BI 360,INTRODUCTION TO MARINE BIOLOGY,Sep 26-Dec 10,TR,1200-1320,64,52,46,,,
ASRC,215,CL,GENERAL POOL CLASSROOM,BI 418/ 518,COMPARATIVE ANIMAL PHYSIOLOGY,Sep 26-Dec 10,TR,1400-1550,64,50,48,,,
ASRC,215,CL,GENERAL POOL CLASSROOM,MTH 112,INTRO COLL MATH II,Sep 26-Dec 10,TR,1640-1830,64,40,36,,,
ASRC,215,CL,GENERAL POOL CLASSROOM,BA 303,BUSINESS FINANCE,Sep 26-Dec 10,TR,1840-2030,64,45,42,,,
ASRC,215,CL,GENERAL POOL CLASSROOM,ISQA 459/ 559S,PRODUCTION PLANNING & CONTROL,Sep 26-Dec 10,W,1730-2110,64,50,38,,,
,,,,,,,,,,,,,,
ASRC,220,CL,GENERAL POOL CLASSROOM,SW 540,HUMAN DVLPMNT THRU LIFESPAN,OCT 14-Nov 18,F,0900-1700,64,33,29,,,
ASRC,220,CL,GENERAL POOL CLASSROOM,SW 540,HUMAN DVLPMNT THRU LIFESPAN,Sep 30-Sep 30,F,0900-1700,64,33,29,,,
ASRC,220,CL,GENERAL POOL CLASSROOM,SW 539,SOCIAL JUSTICE IN SOCIAL WORK,Sep 26-Dec 10,M,1300-1550,64,25,23,,,
ASRC,220,CL,GENERAL POOL CLASSROOM,CS 333,INTRO TO OPERATING SYSTEMS,Sep 26-Dec 10,MW,0815-1005,64,64,58,,,
ASRC,220,CL,GENERAL POOL CLASSROOM,PS 380U,WOMEN & POLITICS,Sep 26-Dec 10,MW,1640-1830,64,45,17,,,
ASRC,220,CL,GENERAL POOL CLASSROOM,ACTG 430,GOVT-NOT FOR PROFIT ACTG,Sep 26-Dec 10,R,1730-1920,64,45,41,,,
ASRC,220,CL,GENERAL POOL CLASSROOM,CFS 495,WIC: PROF DEVELOPMENT CFS II,Sep 26-Dec 10,T,1600-1700,64,25,7,,,
ASRC,220,CL,GENERAL POOL CLASSROOM,ACTG 495,INTEGRATED ACTG ISSUES,Sep 26-Dec 10,T,1740-2120,64,35,37,,,
ASRC,220,CL,GENERAL POOL CLASSROOM,PHL 303,EARLY MODERN PHILOSOPHY,Sep 26-Dec 10,TR,1000-1150,64,50,44,,,
ASRC,220,CL,GENERAL POOL CLASSROOM,FILM 331U,UNDERSTANDING MOVIES,Sep 26-Dec 10,TR,1200-1350,64,50,52,,,
ASRC,220,CL,GENERAL POOL CLASSROOM,BA 311,MARKETING MANAGEMENT,Sep 26-Dec 10,TR,1400-1550,64,45,40,,,
ASRC,220,CL,GENERAL POOL CLASSROOM,CE 111L,INTRO CIVIL & ENVR ENGR LAB,Sep 26-Dec 10,W,1015-1300,64,50,47,,,
ASRC,220,CL,GENERAL POOL CLASSROOM,ITP 520,LITERACIES IN THE DISCIPLINES,Sep 26-Dec 10,W,1300-1550,64,35,30,,,
ASRC,220,CL,GENERAL POOL CLASSROOM,PHE 512,PRIN HLTH BEHAVIOR I,Sep 26-Dec 10,W,1840-2120,64,40,38,,,
,,,,,,,,,,,,,,
PKM,183,CL,GENERAL POOL CLASSROOM,BA 211,FUNDAMENTALS OF FINANCIAL ACTG,Sep 26-Dec 10,MW,0815-1005,65,45,47,,,
PKM,183,CL,GENERAL POOL CLASSROOM,UNST 147A,MIGRATION & BELONGING,Sep 26-Dec 10,MWF,1015-1120,65,42,36,,,
PKM,183,CL,GENERAL POOL CLASSROOM,PH 319,SOLID STATE PHYSICS FOR ENGRS,Sep 26-Dec 10,MWF,1130-1235,65,65,24,,,
PKM,183,CL,GENERAL POOL CLASSROOM,PSY 200,PSY AS NATURAL SCI,Sep 26-Dec 10,R,1730-2110,65,65,55,,,
PKM,183,CL,GENERAL POOL CLASSROOM,WS 101,INTRO WOMENS STUDY,Sep 26-Dec 10,T,1730-2110,65,35,27,,,
PKM,183,CL,GENERAL POOL CLASSROOM,BA 101,INTRO BUSINESS & WORLD AFFAIRS,Sep 26-Dec 10,TR,1000-1150,65,60,58,,,
PKM,183,CL,GENERAL POOL CLASSROOM,MTH 343,APPLIED LINEAR ALG,Sep 26-Dec 10,TR,1200-1350,65,30,34,,,
PKM,183,CL,GENERAL POOL CLASSROOM,CS 558,PROGRAMMING LANGUAGES,Sep 26-Dec 10,TR,1400-1515,65,65,41,,,
PKM,183,CL,GENERAL POOL CLASSROOM,ITP 520,LITERACIES IN THE DISCIPLINES,Sep 26-Dec 10,W,1300-1550,65,35,25,,,
PKM,183,CL,GENERAL POOL CLASSROOM,WS 308U,TOP: BELL HOOKS,Sep 26-Dec 10,W,1730-2110,65,30,25,,,
,,,,,,,,,,,,,,
NH,237,CL,GENERAL POOL CLASSROOM,PS 493,PHL THE SOCIAL SCI,Sep 26-Dec 10,F,1400-1750,66,45,17,,,
NH,237,CL,GENERAL POOL CLASSROOM,PSY 204,PSYCH AS A SOCIAL SCIENCE,Sep 26-Dec 10,M,1730-2110,66,65,60,,,
NH,237,CL,GENERAL POOL CLASSROOM,PHL 201,INTRO PHILOSOPHY,Sep 26-Dec 10,MW,1400-1550,66,50,42,,,
NH,237,CL,GENERAL POOL CLASSROOM,LING 121,GRAMMAR/WRITING LEVEL 2,Sep 26-Dec 10,MWF,0900-1120,66,22,13,,,
NH,237,CL,GENERAL POOL CLASSROOM,PHL 331U,PHILOSOPHY OF EDUCATION,Sep 26-Dec 10,MWF,1130-1245,66,50,16,,,
NH,237,CL,GENERAL POOL CLASSROOM,KOR 201,SECOND-YEAR KOREAN TM1,Sep 26-Dec 10,MWF,1300-1350,66,28,19,,,
NH,237,CL,GENERAL POOL CLASSROOM,BA 385,BUSINESS ENVIRONMENT,Sep 26-Dec 10,TR,1000-1150,66,45,35,,,
NH,237,CL,GENERAL POOL CLASSROOM,ACTG 495,INTEGRATED ACTG ISSUES,Sep 26-Dec 10,TR,1200-1350,66,35,21,,,
NH,237,CL,GENERAL POOL CLASSROOM,CS 311,COMPUTATIONAL STRUCTURES,Sep 26-Dec 10,TR,1400-1550,66,50,53,,,
NH,237,CL,GENERAL POOL CLASSROOM,PHL 369U,PHILOSOPHY OF SEX & LOVE,Sep 26-Dec 10,TR,1640-1830,66,55,35,,,
NH,237,CL,GENERAL POOL CLASSROOM,MKTG 435/ 535S,CONSMR PCKG GOODS MKTG,Sep 26-Dec 10,W,1740-2120,66,45,27,,,
,,,,,,,,,,,,,,
NH,222,CL,GENERAL POOL CLASSROOM,BA 325,COMPETING W/INFO TECHNOLOGY,Sep 26-Dec 10,M,1730-1920,68,45,50,,,
NH,222,CL,GENERAL POOL CLASSROOM,CCJ 435,"CRIME, GRIME, & FEAR",Sep 26-Dec 10,MW,1130-1235,68,60,13,,,
NH,222,CL,GENERAL POOL CLASSROOM,IT 201,SECOND-YEAR ITALIAN TM1,Sep 26-Dec 10,MWF,1015-1120,68,28,23,,,
NH,222,CL,GENERAL POOL CLASSROOM,IT 101,FIRST-YEAR ITALIAN TM1,Sep 26-Dec 10,MWF,1245-1350,68,28,26,,,
NH,222,CL,GENERAL POOL CLASSROOM,BA 325,COMPETING W/INFO TECHNOLOGY,Sep 26-Dec 10,R,1730-1920,68,45,44,,,
NH,222,CL,GENERAL POOL CLASSROOM,COUN 507,SEM: FNDTNS TRAUMA INFRM SRVC,Oct 01-Oct 01,S,0830-1600,68,40,21,,,
NH,222,CL,GENERAL POOL CLASSROOM,MGMT 461,REWARD SYS/PERF MGMT,Sep 26-Dec 10,T,1740-2120,68,45,39,,,
NH,222,CL,GENERAL POOL CLASSROOM,PH 311,INTRO MODERN PHYSICS,Sep 26-Dec 10,TR,1000-1150,68,68,67,,,
NH,222,CL,GENERAL POOL CLASSROOM,WR 213,INTRO POETRY WRITING,Sep 26-Dec 10,TR,1200-1350,68,25,19,,,
NH,222,CL,GENERAL POOL CLASSROOM,WLL 390,LANGUAGES OF THE WORLD,Sep 26-Dec 10,TR,1400-1550,68,60,58,,,
NH,222,CL,GENERAL POOL CLASSROOM,CR 302U,PEACE STUDIES,Sep 26-Dec 10,W,1400-1550,68,50,29,,,
NH,222,CL,GENERAL POOL CLASSROOM,BA 303,BUSINESS FINANCE,Sep 26-Dec 10,W,1740-2120,68,58,57,,,
,,,,,,,,,,,,,,
NH,350,CL,GENERAL POOL CLASSROOM,LING 101,PRE-ENTRY GRAMMAR/WRITING,Sep 26-Dec 10,MWF,0900-1120,68,22,13,,,
NH,350,CL,GENERAL POOL CLASSROOM,ANTH 305,CULTURAL THEORY,Sep 26-Dec 10,MWF,1130-1235,68,49,44,,,
NH,350,CL,GENERAL POOL CLASSROOM,PHE 511/ SOPH 03,FOUNDTNS PUBLIC HLTH,Sep 26-Dec 10,R,1600-1830,68,25,19,,,
NH,350,CL,GENERAL POOL CLASSROOM,ITP 517,ENGAGING AOLESCENT LRNRS,OCT 15-Nov 12,S,0900-1600,68,25,22,,,
NH,350,CL,GENERAL POOL CLASSROOM,ITP 517,ENGAGING AOLESCENT LRNRS,NOV 01-Dec 06,T,1630-2030,68,25,22,,,
NH,350,CL,GENERAL POOL CLASSROOM,PHE 445/545,MENS HEALTH,OCT 18-Nov 29,T,1730-2110,68,50,14,,,
NH,350,CL,GENERAL POOL CLASSROOM,MKTG 464,MARKET STRATEGY-MANAGEMENT,Sep 26-Dec 10,TR,1000-1150,68,45,39,,,
NH,350,CL,GENERAL POOL CLASSROOM,BA 213,DECISION MAKING W/ACTG INFO,Sep 26-Dec 10,TR,1200-1350,68,45,37,,,
NH,350,CL,GENERAL POOL CLASSROOM,MTH 410/ 510,TOP: NUMERICAL OPTIMIZATION I,Sep 26-Dec 10,TR,1400-1515,68,40,24,,,
NH,350,CL,GENERAL POOL CLASSROOM,ITP 513,TECH AS A TOOL FOR LEARNING,Sep 26-Dec 10,W,1300-1550,68,35,27,,,
NH,350,CL,GENERAL POOL CLASSROOM,ME 370,ME PROFESSION,Sep 26-Dec 10,W,1640-1830,68,68,68,,,
NH,350,CL,GENERAL POOL CLASSROOM,ELP 520,DEVLPMNTL PERSPEC/ADULT LRN,Sep 26-Dec 10,W,1840-2120,68,25,22,,,
,,,,,,,,,,,,,,
CH,250,CL,GENERAL POOL CLASSROOM,CCJ 260,CRIMINAL JUSTICE & POP CULTURE,Sep 26-Dec 10,MW,0900-1005,72,72,32,,,
CH,250,CL,GENERAL POOL CLASSROOM,CCJ 330U,CRIME CONTROL STRATEGIES,Sep 26-Dec 10,MW,1015-1120,72,72,71,,,
CH,250,CL,GENERAL POOL CLASSROOM,FILM 370U,TOP: FILM AND FASHION,Sep 26-Dec 10,MW,1200-1350,72,50,51,,,
CH,250,CL,GENERAL POOL CLASSROOM,CCJ 200,CRIMINOLOGY & CRIMINAL JUSTICE,Sep 26-Dec 10,MW,1400-1505,72,72,67,,,
CH,250,CL,GENERAL POOL CLASSROOM,MTH 252,CALCULUS II,Sep 26-Dec 10,MW,1640-1830,72,40,32,,,
CH,250,CL,GENERAL POOL CLASSROOM,SCI 341U,BIO CONCEPTS & APPLIC I,Sep 26-Dec 10,TR,0845-0950,72,60,54,,,
CH,250,CL,GENERAL POOL CLASSROOM,CCJ 380,CRIMINAL JUSTICE RESEARCH,Sep 26-Dec 10,TR,1000-1150,72,72,64,,,
CH,250,CL,GENERAL POOL CLASSROOM,ANTH 365U,ARCHAEOLOGY OF NORTH AMERICA,Sep 26-Dec 10,TR,1200-1350,72,49,44,,,
CH,250,CL,GENERAL POOL CLASSROOM,SOC 337U,MINORITIES,Sep 26-Dec 10,TR,1400-1550,72,72,36,,,
CH,250,CL,GENERAL POOL CLASSROOM,PHE 443U,ENVIRONMENTAL HEALTH,Sep 26-Dec 10,TR,1640-1830,72,64,56,,,
,,,,,,,,,,,,,,
URBN,250,CL,GENERAL POOL CLASSROOM/ USP,CCJ 240,PUNISHMENT & CORRECTIONS,Sep 26-Dec 10,M,1730-2110,72,72,24,,,
URBN,250,CL,GENERAL POOL CLASSROOM/ USP,CCJ 370U,"WOMEN, CRIME & JUSTICE",Sep 26-Dec 10,MW,1245-1350,72,72,73,,,
URBN,250,CL,GENERAL POOL CLASSROOM/ USP,HST 385U,LATE IMPERIAL MIDDLE EAST,Sep 26-Dec 10,MW,1400-1550,72,60,41,,,
